ciudad,sector,pmc,ccmc,ap,dsc,bps,ac
Guayaquil,San Francisco,81.7951126356376,0.0,0.0,0.16331800150030207,3.0,0.0
Guayaquil,San Nicolas,70.85069615622129,0.0,264.0,0.1342365638007717,2.7,0.0
Guayaquil,San Sebastian,60.60573486533912,2.7817554661265385e-05,818.6666666666666,0.13977716013568608,1.6153846153846154,4.0
Guayaquil,Santa Beatriz,25.34496447864827,0.0,1748.076923076923,0.07773761815965133,1.5925925925925926,0.0
Guayaquil,Santa Maria de Casa Grande,126.3236642704056,2.651928092184651e-06,916.0,0.14897471921792096,4.183098591549296,0.0
Guayaquil,Sauces,45.3472765827084,9.823047942375302e-07,295.2687969924812,0.06606415099536131,2.230769230769231,10.0
Guayaquil,Sergio Toral,21.31281103886332,0.0,0.0,0.13966651231547128,1.0,0.0
Guayaquil,Sopeña,42.24760769274679,0.0,700.0,0.04779056654745503,3.823529411764706,1.0
Guayaquil,Tennis Club,195.09862429359475,2.6203848862811975e-06,0.0,0.07668273496202355,2.75,0.0
Guayaquil,Terminal Terrestre,52.019387548585634,6.544276273893741e-06,400.0,0.05172294584881062,1.4545454545454546,2.0
Guayaquil,TerraNostra,137.91471456694416,7.570315203429611e-07,914.1190476190476,0.11891153544079283,3.753846153846154,0.0
Guayaquil,Universidad de Guayaquil,87.76479435168284,6.069384576076668e-06,507.8688524590164,0.02269792398625382,1.9518072289156627,11.0
Guayaquil,Urbanizacion Industrial Inmaconsa,63.276007908625274,9.368191343949272e-07,0.0,0.10344197719487601,4.2,0.0
Guayaquil,Urbanizacion La Saiba,90.9403371702455,0.0,476.37254901960785,0.03466279036115902,3.4036144578313254,2.0
Guayaquil,Urbanizacion Portovita,137.85605679264765,2.6813998181001992e-05,594.2857142857143,0.10531440422684168,2.8863636363636362,0.0
Guayaquil,Urbanizacion Rio Guayas,231.6051212061093,0.0,601.7241379310345,0.030512955256673073,2.2857142857142856,0.0
Guayaquil,Urbanizacion Via al Sol,146.7127830161753,0.0,800.0,0.12729738498573095,4.809523809523809,0.0
Guayaquil,Urbanor,105.28000633105175,2.6661353465688947e-06,270.28985507246375,0.049778171651604725,3.547008547008547,2.0
