Descripcion_1,Descripcion_2,precio,mt2,latitud,longitud,Nombre_sector
Departamento,Departamento,149000,65,-0.1725681817742039,-78.47566025947516,Iñaquito
Casa,Casa,9700300,77,-0.1630673934497233,-78.47727902078219,El Inca
Casa,Casa,1250000,180,-0.1736660629096703,-78.47580559956963,Iñaquito
Departamento,Departamento,159089,564,-0.1930361210690102,-78.50000235611381,Belisario Quevedo
Local,Local,1800000,2840,-0.1772866036606028,-78.4747248227789,Iñaquito
Casa,Casa,300000,250,-0.1963280874184664,-78.50695710087672,Belisario Quevedo
Penthouse,Penthouse,450000,305,-0.1630673934497233,-78.47727902078219,El Inca
Departamento,Departamento,60000,67,-0.1856349994484212,-78.48036454264256,Iñaquito
Departamento,Departamento,116000,57,-0.182238026213309,-78.48472844292812,Iñaquito
Departamento,Departamento,170000,57,-0.1821486630506693,-78.47882040592832,Iñaquito
Casa,Casa,69000,82,-0.2901944057793546,-78.5589051630702,Chillogallo
Casa,Casa,63850,65,-0.3261712270149098,-78.5559424704233,Guamani
Local,Local,199000,113,-0.1748108006640162,-78.48457305710897,Iñaquito
Otro,Otro,300000,234242,-0.2087782185097422,-78.5065684605672,San Juan
Lote,Lote,300000,600,-0.1407375538662689,-78.4794937519596,Kennedy
Departamento,Departamento,1500000,2581,-0.1410105885403886,-78.4819825355784,Kennedy
Departamento,Departamento,105000,86,-0.08761245909093539,-78.46893007528706,Carcelen
Departamento,Departamento,176999,110,-0.1817369996757024,-78.47550850199568,Iñaquito
Departamento,Departamento,80000,106,-0.1441383323680875,-78.45676324433386,San Isidro del Inca
Lote,Lote,25000,445,-0.3366896051812424,-78.55070053080465,Guamani
Oficina/Consultorio,Oficina/Consultorio,185000,128,-0.1818166993405647,-78.47548101218808,Iñaquito
Departamento,Departamento,189754,119,-0.1889690245081055,-78.48785726683839,Iñaquito
Departamento,Departamento,140000,95,-0.1974876575904577,-78.4801799273143,La Paz
Departamento,Departamento,210315,105,-0.1817369996757024,-78.47550850199568,Iñaquito
Departamento,Departamento,148000,100,-0.2186786189339041,-78.5134440450616,Centro Historico
Casa,Casa,230000,454,-0.1328327305982767,-78.49472995420784,San Carlos
Departamento,Departamento,44000,50,-0.1964314124940435,-78.50698501564881,Belisario Quevedo
Lote,Lote,320000,462,-0.2186786189339041,-78.5134440450616,Centro Historico
Departamento,Departamento,525000,256,-0.1974876575904577,-78.4801799273143,La Paz
Departamento,Departamento,345000,123,-0.1974876575904577,-78.4801799273143,La Paz
Oficina/Consultorio,Oficina/Consultorio,210000,110,-0.1816144611382076,-78.48024669757494,Iñaquito
Departamento,Departamento,150000,110,-0.1759573449767289,-78.48553953239497,Iñaquito
Departamento,Departamento,98000,70,-0.190132874784067,-78.48353728995588,Iñaquito
Departamento,Departamento,85000,120,-0.09589180868834857,-78.47929803548391,Ponceano
Lote,Lote,710000,756,-0.1701691129369726,-78.47981355724887,Iñaquito
Departamento,Departamento,88000,102,-0.1328839842650457,-78.46890839423126,San Isidro del Inca
Departamento,Departamento,100000,88,-0.1669719984113687,-78.47046334787593,El Inca
Departamento,Departamento,85000,85,-0.1710555758197129,-78.47845108263056,Iñaquito
Departamento,Departamento,85000,119,-0.1932066010539323,-78.48282850526265,Iñaquito
Lote,Lote,450000,855,-0.3007749226264836,-78.53862520358439,Quitumbe
Casa,Casa,99000,115,-0.08841725197874489,-78.46350420414448,Carcelen
Departamento,Departamento,95000,135,-0.1570371345403986,-78.47925042871681,El Inca
Departamento,Departamento,104020,76,-0.1069374665698263,-78.48326093908409,Ponceano
Departamento,Departamento,278000,171,-0.1974876575904577,-78.4801799273143,La Paz
Casa,Casa,69000,381,-0.2690535402575787,-78.54338740931055,Solanda
Casa,Casa,150000,140,-0.1582072882048511,-78.47873516425278,El Inca
Departamento,Departamento,45000,79,-0.1911538152123844,-78.48668522642137,Iñaquito
Departamento,Departamento,75000,104,-0.1156632005657627,-78.50133914038443,Cotocollao
Casa,Casa,1100000,2500,-0.1968182654181139,-78.49973385273832,Belisario Quevedo
Departamento,Departamento,116000,77,-0.163221442649693,-78.47645728605127,El Inca
Lote,Lote,1300000,35000,-0.2781950565874727,-78.5411381917503,Turubamba
Lote,Lote,95000,1250,-0.2781950565874727,-78.5411381917503,Turubamba
Casa,Casa,790000,637,-0.198711895908151,-78.49007098783193,Mariscal Sucre
Departamento,Departamento,85000,55,-0.1816144611382076,-78.48024669757494,Iñaquito
Casa,Casa,83000,140,-0.1745564056701617,-78.48827970792968,Iñaquito
Departamento,Departamento,185000,292,-0.1731574345268795,-78.48029863960461,Iñaquito
Departamento,Departamento,170000,155,-0.2048873512535597,-78.49240145141094,Mariscal Sucre
Casa,Casa,81000,138,-0.08761245909093539,-78.46893007528706,Carcelen
Departamento,Departamento,87000,138,-0.09871541269297242,-78.48003459345296,Ponceano
Casa,Casa,85000,200,-0.19173508193943,-78.5115279126308,Belisario Quevedo
Departamento,Departamento,147000,130,-0.1802198284068309,-78.47892645930715,Iñaquito
Departamento,Departamento,143000,198,-0.121306587702066,-78.48934898243658,Ponceano
Departamento,Departamento,198000,113,-0.1974876575904577,-78.4801799273143,La Paz
Departamento,Departamento,76000,86,-0.1876544243939911,-78.48770847559355,Iñaquito
Departamento,Departamento,180000,130,-0.1819648759356381,-78.48113768615424,Iñaquito
Departamento,Departamento,178000,115,-0.1817369996757024,-78.47550850199568,Iñaquito
Casa,Casa,90000,500,-0.09093900891370879,-78.47396099641091,Carcelen
Casa,Casa,119000,145,-0.1329260449337001,-78.47485516178897,Kennedy
Departamento,Departamento,135000,75,-0.1816144611382076,-78.48024669757494,Iñaquito
Oficina/Consultorio,Oficina/Consultorio,720000,675,-0.1762549797119277,-78.4826724228232,Iñaquito
Oficina/Consultorio,Oficina/Consultorio,180000,85,-0.1979624358031149,-78.48731794089632,Mariscal Sucre
Casa,Casa,119000,147,-0.1074194461873055,-78.48396529848748,Ponceano
Casa,Casa,75000,90,-0.2588499089797139,-78.52957309383564,San Bartolo
Local,Local,30000,37,-0.1173737587968893,-78.4887309341228,Ponceano
Oficina/Consultorio,Oficina/Consultorio,1448586,554,-0.1818626975509379,-78.48183026722678,Iñaquito
Departamento,Departamento,62500,70,-0.1407375538662689,-78.4794937519596,Kennedy
Lote,Lote,350000,4500,-0.2781950565874727,-78.5411381917503,Turubamba
Casa,Casa,260000,480,-0.3030009367966071,-78.55110685279304,Quitumbe
Casa,Casa,71000,293,-0.1172183241950727,-78.45746024074074,Comite del Pueblo
Casa,Casa,87000,107,-0.2988700263978388,-78.54939039340877,Quitumbe
Casa,Casa,128000,240,-0.1109847756600015,-78.48657718680217,Ponceano
Departamento,Departamento,150000,115,-0.1888975730976385,-78.49101296003623,Iñaquito
Lote,Lote,775780,1143,-0.3276205474352521,-78.56732988897791,Guamani
Departamento,Departamento,115000,91,-0.1889242405874983,-78.49650352039895,Belisario Quevedo
Casa,Casa,175000,90,-0.3007749226264836,-78.53862520358439,Quitumbe
Casa,Casa,88000,291,-0.2799256650831969,-78.51502709825806,Argelia
Oficina/Consultorio,Oficina/Consultorio,129690,55,-0.1819583295455583,-78.48184665602953,Iñaquito
Departamento,Departamento,107000,85,-0.1871273509992423,-78.49026234831749,Iñaquito
Casa,Casa,195000,663,-0.2611802265175818,-78.52650856639275,San Bartolo
Departamento,Departamento,187000,120,-0.1748068212821292,-78.47997484695465,Iñaquito
Departamento,Departamento,125000,101,-0.1669719984113687,-78.47046334787593,El Inca
Departamento,Departamento,110000,80,-0.1816144611382076,-78.48024669757494,Iñaquito
Departamento,Departamento,139000,118,-0.13738516067053,-78.46688466421382,San Isidro del Inca
Departamento,Departamento,250000,124,-0.1742551102672921,-78.47982959951598,Iñaquito
Departamento,Departamento,310000,88,-0.198711895908151,-78.49007098783193,Mariscal Sucre
Lote,Lote,45000,117,-0.2274311282900748,-78.50426458972807,La Tola
Departamento,Departamento,65000,130,-0.1336148412554709,-78.5018835071289,San Carlos
Local,Local,320000,105,-0.1710555758197129,-78.47845108263056,Iñaquito
Departamento,Departamento,58000,40,-0.1710555758197129,-78.47845108263056,Iñaquito
Departamento,Departamento,58000,82,-0.1896584384768087,-78.5078604259479,Belisario Quevedo
Casa,Casa,78000,191,-0.2576684630956264,-78.53276103324575,San Bartolo
Departamento,Departamento,145000,85,-0.1858007197142967,-78.48847046482705,Iñaquito
Casa,Casa,75000,126,-0.2937063907673071,-78.57474532591552,Chillogallo
Departamento,Departamento,199000,215,-0.1817369996757024,-78.47550850199568,Iñaquito
Casa,Casa,289500,181,-0.2627358452221163,-78.53801109491874,El Pintado
Departamento,Departamento,115000,137,-0.1710555758197129,-78.47845108263056,Iñaquito
Departamento,Departamento,140000,93,-0.1974876575904577,-78.4801799273143,La Paz
Departamento,Departamento,127000,145,-0.08993650968473954,-78.4796860861719,Carcelen
Departamento,Departamento,84900,141,-0.09977840298295779,-78.48151731863065,Ponceano
Bodega,Bodega,1750000,1804,-0.1570371345403986,-78.47925042871681,El Inca
Departamento,Departamento,114000,106,-0.1669719984113687,-78.47046334787593,El Inca
Departamento,Departamento,67000,100,-0.09260172071591075,-78.4709069346042,Carcelen
Departamento,Departamento,158000,90,-0.1870044268161762,-78.47967715451902,Iñaquito
Lote,Lote,2200000,3070,-0.1999041076977719,-78.49911023205809,Belisario Quevedo
Departamento,Departamento,95000,85,-0.111772121735568,-78.48396946063619,Ponceano
Oficina/Consultorio,Oficina/Consultorio,88000,42,-0.1816144611382076,-78.48024669757494,Iñaquito
Lote,Lote,335000,1125,-0.1314110820480618,-78.46870554605024,San Isidro del Inca
Local,Local,35000,41,-0.3276205474352521,-78.56732988897791,Guamani
Oficina/Consultorio,Oficina/Consultorio,105000,60,-0.1871273509992423,-78.49026234831749,Iñaquito
Casa,Casa,65000,150,-0.2642469270103625,-78.56111326228871,La Mena
Departamento,Departamento,485000,250,-0.1974876575904577,-78.4801799273143,La Paz
Casa,Casa,475000,305,-0.1888010955505145,-78.50826553255949,Belisario Quevedo
Departamento,Departamento,56000,85,-0.2995828476393161,-78.56924383982377,La Ecuatoriana
Departamento,Departamento,89500,65,-0.1570371345403986,-78.47925042871681,El Inca
Lote,Lote,32000,682,-0.2781950565874727,-78.5411381917503,Turubamba
Casa,Casa,650000,837,-0.2186786189339041,-78.5134440450616,Centro Historico
Departamento,Departamento,190000,223,-0.2067665367842683,-78.52169312677854,San Juan
Departamento,Departamento,189000,214,-0.1948928545136314,-78.47783210106866,La Paz
Casa,Casa,360000,135,-0.1322841773929096,-78.47651191826182,Kennedy
Departamento,Departamento,136000,78,-0.2754883013759804,-78.5460522783445,Santa Rita
Lote,Lote,1790000,1360,-0.1889242405874983,-78.49650352039895,Belisario Quevedo
Departamento,Departamento,64900,65,-0.1161269236426893,-78.48587501319491,Ponceano
Departamento,Departamento,105000,72,-0.1808687228967278,-78.4800619086038,Iñaquito
Departamento,Departamento,142000,149,-0.1406197101941166,-78.46340940949852,San Isidro del Inca
Departamento,Departamento,230000,240,-0.1710555758197129,-78.47845108263056,Iñaquito
Departamento,Departamento,142000,107,-0.1669719984113687,-78.47046334787593,El Inca
Departamento,Departamento,68000,88,-0.145927895431983,-78.48157827821362,Kennedy
Departamento,Departamento,157000,165,-0.1974876575904577,-78.4801799273143,La Paz
Departamento,Departamento,87000,64,-0.1658813994667919,-78.46840799418423,El Inca
Oficina/Consultorio,Oficina/Consultorio,95000,100,-0.1871273509992423,-78.49026234831749,Iñaquito
Casa,Casa,115000,149,-0.2781950565874727,-78.5411381917503,Turubamba
Departamento,Departamento,117000,66,-0.1817369996757024,-78.47550850199568,Iñaquito
Departamento,Departamento,152000,66,-0.183234163811853,-78.47703907423129,Iñaquito
Departamento,Departamento,92292,57,-0.2007348516803746,-78.49187975058369,Mariscal Sucre
Departamento,Departamento,115000,100,-0.08761245909093539,-78.46893007528706,Carcelen
Oficina/Consultorio,Oficina/Consultorio,85000,70,-0.2048873512535597,-78.49240145141094,Mariscal Sucre
Departamento,Departamento,91500,103,-0.193121868334802,-78.4998600849592,Belisario Quevedo
Departamento,Departamento,100000,154,-0.1701691129369726,-78.47981355724887,Iñaquito
Oficina/Consultorio,Oficina/Consultorio,165000,145,-0.1758374431938397,-78.48622826834105,Iñaquito
Oficina/Consultorio,Oficina/Consultorio,1700000,1665,-0.198711895908151,-78.49007098783193,Mariscal Sucre
Departamento,Departamento,178000,81,-0.1816144611382076,-78.48024669757494,Iñaquito
Departamento,Departamento,88000,84,-0.1235837620552362,-78.48457271026531,Ponceano
Departamento,Departamento,126650,116,-0.1570371345403986,-78.47925042871681,El Inca
Departamento,Departamento,115000,107,-0.1974876575904577,-78.4801799273143,La Paz
Departamento,Departamento,72000,110,-0.1179555359859956,-78.48903120132944,Ponceano
Departamento,Departamento,149500,156,-0.1759573449767289,-78.48553953239497,Iñaquito
Casa,Casa,450000,435,-0.08761245909093539,-78.46893007528706,Carcelen
Departamento,Departamento,73000,43,-0.1707110797845853,-78.47658484788138,El Inca
Casa,Casa,99500,165,-0.08761245909093539,-78.46893007528706,Carcelen
Casa,Casa,1200000,950,-0.2186786189339041,-78.5134440450616,Centro Historico
Departamento,Departamento,75000,59,-0.2068667575681525,-78.48946872452841,Mariscal Sucre
Casa,Casa,199000,160,-0.1411519383190547,-78.46345251375375,San Isidro del Inca
Casa,Casa,240000,489,-0.2150561931199169,-78.50600053849621,Centro Historico
Departamento,Departamento,100000,97,-0.1710555758197129,-78.47845108263056,Iñaquito
Casa,Casa,90000,105,-0.08761245909093539,-78.46893007528706,Carcelen
Local,Local,320000,270,-0.2754883013759804,-78.5460522783445,Santa Rita
Casa,Casa,105000,138,-0.1409676082028462,-78.46424235047803,San Isidro del Inca
Oficina/Consultorio,Oficina/Consultorio,145000,160,-0.1704061525117362,-78.47898325808694,Iñaquito
Casa,Casa,69990,315,-0.2781950565874727,-78.5411381917503,Turubamba
Casa,Casa,155700,276,-0.1419928372606435,-78.46766441426405,San Isidro del Inca
Oficina/Consultorio,Oficina/Consultorio,380000,380,-0.1881018512065437,-78.49597941295723,Belisario Quevedo
Casa,Casa,115000,138,-0.1407375538662689,-78.4794937519596,Kennedy
Casa,Casa,148000,137,-0.1332427951813363,-78.4778902879235,Kennedy
Departamento,Departamento,115000,72,-0.1818689995269499,-78.47879413103492,Iñaquito
Departamento,Departamento,92790,65,-0.1888975730976385,-78.49101296003623,Iñaquito
Bodega,Bodega,350000,412,-0.1888010955505145,-78.50826553255949,Belisario Quevedo
Departamento,Departamento,46000,77,-0.1173737587968893,-78.4887309341228,Ponceano
Oficina/Consultorio,Oficina/Consultorio,160000,65,-0.1979624358031149,-78.48731794089632,Mariscal Sucre
Casa,Casa,159000,180,-0.22568437141543,-78.50760988841678,Centro Historico
Departamento,Departamento,110000,110,-0.1881478112557409,-78.49754600499486,Belisario Quevedo
Departamento,Departamento,120000,88,-0.1021498007757015,-78.49005616106429,Carcelen
Departamento,Departamento,138000,88,-0.1679661972881621,-78.47306482862126,El Inca
Departamento,Departamento,92000,72,-0.1469878278118597,-78.4630878182236,San Isidro del Inca
Departamento,Departamento,750000,203,-0.1817369996757024,-78.47550850199568,Iñaquito
Departamento,Departamento,198000,155,-0.1974876575904577,-78.4801799273143,La Paz
Casa,Casa,780000,1300,-0.2189602542684229,-78.51407685320873,Centro Historico
Casa,Casa,700000,770,-0.1902836919856681,-78.50244521010117,Belisario Quevedo
Casa,Casa,94000,115,-0.1336148412554709,-78.5018835071289,San Carlos
Departamento,Departamento,125000,50,-0.1816144611382076,-78.48024669757494,Iñaquito
Lote,Lote,3960000,2206,-0.1710555758197129,-78.47845108263056,Iñaquito
Casa,Casa,2890000,2700,-0.1888721866191972,-78.49494766337574,Belisario Quevedo
Oficina/Consultorio,Oficina/Consultorio,116000,54,-0.1749079959677702,-78.48059979879775,Iñaquito
Oficina/Consultorio,Oficina/Consultorio,38000,50,-0.2105425418703225,-78.50142869797386,San Juan
Oficina/Consultorio,Oficina/Consultorio,125000,54,-0.1749079959677702,-78.48059979879775,Iñaquito
Departamento,Departamento,126000,133,-0.09801048256776648,-78.47978901691107,Ponceano
Departamento,Departamento,315000,107,-0.1820531476285638,-78.47714460915897,Iñaquito
Departamento,Departamento,145600,139,-0.1406713200509868,-78.46237403461949,San Isidro del Inca
Casa,Casa,144900,162,-0.08721613121445576,-78.47793017755146,Carcelen
Casa,Casa,169000,225,-0.09804485204867161,-78.48434292607838,Ponceano
Oficina/Consultorio,Oficina/Consultorio,80000,85,-0.1703882601638573,-78.47869510150784,Iñaquito
Departamento,Departamento,45000,77,-0.1149166534759559,-78.50270521016445,Cotocollao
Casa,Casa,185000,250,-0.08789450093420377,-78.47035537779408,Carcelen
Casa,Casa,180000,663,-0.2546106627714819,-78.50659802259699,La Ferroviaria
Departamento,Departamento,125000,107,-0.1950503877371766,-78.47793841562485,La Paz
Departamento,Departamento,165000,320,-0.2442427150818114,-78.5164270508223,Chimbacalle
Casa,Casa,321000,258,-0.1774123175551483,-78.48591628705525,Iñaquito
Departamento,Departamento,163405,81,-0.2034812353209879,-78.48834439189945,Mariscal Sucre
Departamento,Departamento,74990,85,-0.1037315665844581,-78.46927419638808,Comite del Pueblo
Departamento,Departamento,335407,108,-0.1974876575904577,-78.4801799273143,La Paz
Casa,Casa,99000,138,-0.1407375538662689,-78.4794937519596,Kennedy
Local,Local,185000,180,-0.1871273509992423,-78.49026234831749,Iñaquito
Departamento,Departamento,145062,43,-0.1866266973095936,-78.48269028560338,Iñaquito
Departamento,Departamento,390000,354,-0.2001624227511292,-78.47984754950916,La Paz
Casa,Casa,78000,139,-0.3276205474352521,-78.56732988897791,Guamani
Casa,Casa,180000,693,-0.2551133110684048,-78.55274832848683,La Mena
Departamento,Departamento,140000,146,-0.1947558463178825,-78.48145705271976,La Paz
Casa,Casa,154000,145,-0.1582072882048511,-78.47873516425278,El Inca
Casa,Casa,245000,495,-0.2799256650831969,-78.51502709825806,Argelia
Local,Local,100000,46,-0.1889690245081055,-78.48785726683839,Iñaquito
Departamento,Departamento,325000,330,-0.1370017309648414,-78.4700064905561,San Isidro del Inca
Departamento,Departamento,96000,75,-0.1469878278118597,-78.4630878182236,San Isidro del Inca
Departamento,Departamento,170000,104,-0.2048873512535597,-78.49240145141094,Mariscal Sucre
Oficina/Consultorio,Oficina/Consultorio,175000,77,-0.1759485741230722,-78.48764214376229,Iñaquito
Departamento,Departamento,95000,80,-0.1964314124940435,-78.50698501564881,Belisario Quevedo
Departamento,Departamento,85000,49,-0.1881018512065437,-78.49597941295723,Belisario Quevedo
Casa,Casa,265000,300,-0.1406197101941166,-78.46340940949852,San Isidro del Inca
Casa,Casa,240000,175,-0.2781950565874727,-78.5411381917503,Turubamba
Departamento,Departamento,349000,450,-0.1974876575904577,-78.4801799273143,La Paz
Departamento,Departamento,350000,318,-0.1817369996757024,-78.47550850199568,Iñaquito
Casa,Casa,390000,510,-0.1710555758197129,-78.47845108263056,Iñaquito
Departamento,Departamento,100000,72,-0.1948928545136314,-78.47783210106866,La Paz
Departamento,Departamento,165000,163,-0.1400078066881415,-78.47799209316047,Kennedy
Local,Local,60000,35,-0.1708231072534553,-78.48000684472079,Iñaquito
Departamento,Departamento,150000,119,-0.1890362067457668,-78.49785413587233,Belisario Quevedo
Departamento,Departamento,75000,107,-0.1178634468711704,-78.50728176133923,Santa Anita
Casa,Casa,38000,50,-0.2105963098072685,-78.50132630928093,San Juan
Departamento,Departamento,45000,64,-0.1911538152123844,-78.48668522642137,Iñaquito
Departamento,Departamento,112000,120,-0.08326329271289336,-78.4646841429474,Carcelen
Departamento,Departamento,179999,87,-0.1757319493224473,-78.48553883871422,Iñaquito
Departamento,Departamento,75000,87,-0.1538064589602864,-78.46803568455117,El Inca
Casa,Casa,330000,330,-0.1582072882048511,-78.47873516425278,El Inca
Departamento,Departamento,149000,125,-0.09804485204867161,-78.48434292607838,Ponceano
Departamento,Departamento,53000,84,-0.2931399052991887,-78.549601312897,Quitumbe
Departamento,Departamento,114000,113,-0.1669719984113687,-78.47046334787593,El Inca
Casa,Casa,320000,471,-0.1710555758197129,-78.47845108263056,Iñaquito
Departamento,Departamento,125000,85,-0.1979313025580467,-78.4812207579773,La Paz
Departamento,Departamento,90000,60,-0.1801386322258826,-78.47453941676777,Iñaquito
Departamento,Departamento,525000,256,-0.1974876575904577,-78.4801799273143,La Paz
Departamento,Departamento,98000,135,-0.1407375538662689,-78.4794937519596,Kennedy
Local,Local,15000,90,-0.1710555758197129,-78.47845108263056,Iñaquito
Departamento,Departamento,315000,193,-0.1957997667563762,-78.4792223329094,La Paz
Casa,Casa,118000,108,-0.1336148412554709,-78.5018835071289,San Carlos
Oficina/Consultorio,Oficina/Consultorio,279000,100,-0.1759573449767289,-78.48553953239497,Iñaquito
Casa,Casa,165000,189,-0.08242211111257722,-78.50278965152253,El condado
Departamento,Departamento,118000,63,-0.1840054033144117,-78.4806961383346,Iñaquito
Departamento,Departamento,135000,134,-0.1889242405874983,-78.49650352039895,Belisario Quevedo
Local,Local,55000,52,-0.341227576742401,-78.53008238042683,Turubamba
Casa,Casa,86000,13,-0.1710555758197129,-78.47845108263056,Iñaquito
Departamento,Departamento,155000,111,-0.2781950565874727,-78.5411381917503,Turubamba
Casa,Casa,99999,148,-0.1176981857846202,-78.48371366159849,Ponceano
Departamento,Departamento,34500,72,-0.2727073947231795,-78.523814753244,Argelia
Departamento,Departamento,53000,60,-0.2931399052991887,-78.549601312897,Quitumbe
Casa,Casa,69990,92,-0.2781950565874727,-78.5411381917503,Turubamba
Departamento,Departamento,48900,73,-0.1222512605864393,-78.4961641730598,Cotocollao
Casa,Casa,297000,225,-0.1582072882048511,-78.47873516425278,El Inca
Departamento,Departamento,270000,295,-0.190684854986606,-78.48319972037102,Iñaquito
Casa,Casa,156000,208,-0.1396527920579061,-78.47805522276234,Kennedy
Departamento,Departamento,176999,88,-0.1817369996757024,-78.47550850199568,Iñaquito
Lote,Lote,230000,918,-0.1582072882048511,-78.47873516425278,El Inca
Casa,Casa,280000,500,-0.2022250505300975,-78.49177709217037,Mariscal Sucre
Departamento,Departamento,34000,51,-0.2856613389919164,-78.56500253271639,Chillogallo
Departamento,Departamento,163000,177,-0.09804485204867161,-78.48434292607838,Ponceano
Oficina/Consultorio,Oficina/Consultorio,90000,83,-0.1919870027493057,-78.4823293007537,Iñaquito
Departamento,Departamento,176999,93,-0.1817369996757024,-78.47550850199568,Iñaquito
Departamento,Departamento,130000,100,-0.1888975730976385,-78.49101296003623,Iñaquito
Departamento,Departamento,300000,350,-0.1948687094999702,-78.48232479168674,La Paz
Departamento,Departamento,134000,110,-0.1012557280413029,-78.48041691818446,Ponceano
Departamento,Departamento,58000,92,-0.1880503423286696,-78.50404499321846,Belisario Quevedo
Departamento,Departamento,179000,70,-0.2021599549641016,-78.4811750598116,La Paz
Departamento,Departamento,179000,70,-0.2021599549641016,-78.4811750598116,La Paz
Casa,Casa,65000,98,-0.2931399052991887,-78.549601312897,Quitumbe
Casa,Casa,190000,315,-0.1897702879846288,-78.50704691359438,Belisario Quevedo
Casa,Casa,198000,136,-0.1582072882048511,-78.47873516425278,El Inca
Casa,Casa,158900,219,-0.0909059897045942,-78.48076681039419,Carcelen
Departamento,Departamento,98000,101,-0.1671478750935666,-78.47054955041352,Iñaquito
Departamento,Departamento,83000,90,-0.1603148753712793,-78.47287118111208,El Inca
Departamento,Departamento,125130,75,-0.2029822081713368,-78.49296225297576,Mariscal Sucre
Departamento,Departamento,75000,120,-0.122028000622056,-78.4900469702014,Ponceano
Casa,Casa,69000,244,-0.2686339058920137,-78.54011045411592,Solanda
Departamento,Departamento,155000,110,-0.1809670850265945,-78.4800803788445,Iñaquito
Casa,Casa,118900,140,-0.1330858435679609,-78.50031134652858,San Carlos
Departamento,Departamento,127823,104,-0.1944403898686803,-78.48473468612804,Iñaquito
Oficina/Consultorio,Oficina/Consultorio,61000,60,-0.1991976361697482,-78.48884868267373,Mariscal Sucre
Casa,Casa,240000,340,-0.2781950565874727,-78.5411381917503,Turubamba
Departamento,Departamento,195000,273,-0.1658813994667919,-78.46840799418423,El Inca
Departamento,Departamento,140000,93,-0.1976558562762568,-78.4789907156343,La Paz
Departamento,Departamento,285000,366,-0.1915958461591265,-78.4780814978461,La Paz
Departamento,Departamento,101000,82,-0.1022670167479183,-78.49019913956978,Ponceano
Departamento,Departamento,125000,120,-0.1759865726718065,-78.48557161512456,Iñaquito
Departamento,Departamento,126600,95,-0.2007774695896592,-78.48962531679814,Mariscal Sucre
Departamento,Departamento,95000,142,-0.1980426222156408,-78.48703501040598,Mariscal Sucre
Casa,Casa,95000,184,-0.2688415414711198,-78.54089674930695,Solanda
Oficina/Consultorio,Oficina/Consultorio,175000,100,-0.1877187645756266,-78.48921007796545,Iñaquito
Departamento,Departamento,193500,120,-0.2080841673561648,-78.49112038801384,Mariscal Sucre
Departamento,Departamento,140000,130,-0.121306587702066,-78.48934898243658,Ponceano
Departamento,Departamento,158000,127,-0.179880739643025,-78.47993400426296,Iñaquito
Departamento,Departamento,99000,90,-0.09666882756874573,-78.48157871178094,Ponceano
Departamento,Departamento,290000,180,-0.1749039393753005,-78.47284386403574,Iñaquito
Casa,Casa,144900,580,-0.2180422165896037,-78.4860062050502,La Vicentina
Departamento,Departamento,45990,98,-0.121306587702066,-78.48934898243658,Ponceano
Departamento,Departamento,190000,150,-0.1829628276303064,-78.48521607445417,Iñaquito
Casa,Casa,179000,122,-0.1331529287463723,-78.46025494390722,San Isidro del Inca
Departamento,Departamento,72000,43,-0.1634830007183462,-78.47509164471748,El Inca
Casa,Casa,40000,180,-0.0936624375227423,-78.50595537160703,El condado
Departamento,Departamento,99000,77,-0.1771928201415054,-78.48717591214279,Iñaquito
Oficina/Consultorio,Oficina/Consultorio,160000,130,-0.1749079959677702,-78.48059979879775,Iñaquito
Casa,Casa,180000,250,-0.1336148412554709,-78.5018835071289,San Carlos
Departamento,Departamento,72000,67,-0.1933726945586176,-78.48438498095888,Iñaquito
Lote,Lote,280000,767,-0.2918719900981207,-78.53124213328512,Argelia
Casa,Casa,130000,192,-0.08841725197874489,-78.46350420414448,Carcelen
Departamento,Departamento,67900,86,-0.1304736768340883,-78.46627445859812,San Isidro del Inca
Departamento,Departamento,169000,190,-0.1948928545136314,-78.47783210106866,La Paz
Departamento,Departamento,290000,78,-0.1999453033698966,-78.47906607151835,La Paz
Departamento,Departamento,365000,361,-0.2034812353209879,-78.48834439189945,Mariscal Sucre
Casa,Casa,165000,130,-0.1079992468383941,-78.48212023591924,Ponceano
Casa,Casa,90000,452,-0.3276205474352521,-78.56732988897791,Guamani
Departamento,Departamento,76000,100,-0.08761245909093539,-78.46893007528706,Carcelen
Departamento,Departamento,115000,108,-0.08761245909093539,-78.46893007528706,Carcelen
Departamento,Departamento,280000,240,-0.1974876575904577,-78.4801799273143,La Paz
Departamento,Departamento,192388,106,-0.1974876575904577,-78.4801799273143,La Paz
Departamento,Departamento,125000,90,-0.1974876575904577,-78.4801799273143,La Paz
Casa,Casa,320000,400,-0.1888010955505145,-78.50826553255949,Belisario Quevedo
Departamento,Departamento,199000,340,-0.2050328098579464,-78.4989549548562,Mariscal Sucre
Departamento,Departamento,172000,90,-0.1818983490542733,-78.48019831081899,Iñaquito
Departamento,Departamento,100000,88,-0.1662250855657038,-78.47188888914005,El Inca
Departamento,Departamento,123318,80,-0.1863178431496335,-78.48815120694566,Iñaquito
Departamento,Departamento,59990,111,-0.1089253360047818,-78.4856648284032,Ponceano
Departamento,Departamento,105000,76,-0.1850346597601422,-78.47800718183261,Iñaquito
Casa,Casa,74000,130,-0.2931399052991887,-78.549601312897,Quitumbe
Departamento,Departamento,220000,604,-0.122028000622056,-78.4900469702014,Ponceano
