Descripcion_1,Descripcion_2,precio,mt2,ubicacion
Casa,Casa en venta en Norte De Guayaquil,$ 320.000,1800 m² Totales,Nada
Lote,Lote en venta en Norte De Guayaquil,$ 900.000,936 m² Totales,"https://www.google.com/maps/@-2.093711571191024,-79.91146244480346,13z?hl=es-ES&gl=US"
Departamento,Departamento en venta en Norte De Guayaquil,$ 170.000,87 m² Totales,Nada
Lote,Lote en venta en Garzota,$ 180.000,1250 m² Totales,"https://www.google.com/maps/@-2.149835622627621,-79.8890448241707,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Centro De Guayaquil,$ 215.000,369 m² Totales,"https://www.google.com/maps/@-2.224056171464728,-79.89278227465124,13z?hl=es-ES&gl=US"
Lote,Lote en venta en Santa Cecilia,$ 5.640.000,Nada,Nada
Casa,Casa en venta en Guayaquil,$ 119.000,73 m² Totales,Nada
Casa,Casa en venta en Guayaquil,$ 74.000,131 m² Totales,"https://www.google.com/maps/@-2.061602040963745,-79.9741760884848,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Guayaquil,$ 145.000,153 m² Totales,Nada
Casa,Casa en venta en Guayaquil,$ 410.000,297 m² Totales,"https://www.google.com/maps/@-2.188389543915323,-80.02724894488654,13z?hl=es-ES&gl=US"
Lote,Lote en venta en Centro De Guayaquil,$ 55.000,140 m² Totales,"https://www.google.com/maps/@-2.207303873200878,-79.8962793537546,13z?hl=es-ES&gl=US"
Departamento,Departamento en venta en Guayaquil,$ 120.000,120 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Departamento,Departamento en venta en Sur De Guayaquil,$ 35.000,Nada,Nada
Local,Local en venta en Norte De Guayaquil,$ 665.707,201 m² Totales,"https://www.google.com/maps/@-2.147047629848536,-79.91173020287876,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Guayaquil,$ 400.000,39062 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Norte De Guayaquil,$ 46.000,72 m² Totales,"https://www.google.com/maps/@-2.104854463198649,-79.93491418199416,13z?hl=es-ES&gl=US"
Departamento,Departamento en venta en Norte De Guayaquil,$ 80.000,117 m² Totales,"https://www.google.com/maps/@-2.134804934060888,-79.88415956113398,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Norte De Guayaquil,$ 46.000,7021 m² Totales,"https://www.google.com/maps/@-2.104854463198649,-79.93491418199416,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Guayaquil,$ 230.000,Nada,"https://www.google.com/maps/@-2.188389543915323,-80.02724894488654,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Norte De Guayaquil,$ 78.000,120 m² Totales,Nada
Casa,Casa en venta en Miraflores,$ 184.000,250 m² Totales,"https://www.google.com/maps/@-2.165396731333214,-79.92163274861794,13z?hl=es-ES&gl=US"
Oficina/Consultorio,Oficina/Consultorio en venta en Puerto Santa Ana,$ 120.000,50 m² Totales,"https://www.google.com/maps/@-2.179125941420345,-79.87611984147239,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Guayaquil,$ 85.000,120 m² Totales,Nada
Departamento,Departamento en venta en Garzota,$ 98.000,168 m² Totales,"https://www.google.com/maps/@-2.148838043142807,-79.89572392400288,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Guayaquil,$ 87.000,143 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Norte De Guayaquil,$ 250.000,750 m² Totales,"https://www.google.com/maps/@-2.084508713628061,-79.93123642067307,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Via A La Costa,$ 175.000,304 m² Totales,"https://www.google.com/maps/@-2.184034784496052,-79.98181774410796,13z?hl=es-ES&gl=US"
Local,Local en venta en Garzota,Nada,Nada,"https://www.google.com/maps/@-2.14428306181589,-79.89440145401363,13z?hl=es-ES&gl=US"
Lote,Lote en venta en Guayaquil,$ 456.000,202 m² Totales,"https://www.google.com/maps/@-2.188389543915323,-80.02724894488654,13z?hl=es-ES&gl=US"
Oficina/Consultorio,Oficina/Consultorio en venta en Norte De Guayaquil,$ 109.500,59 m² Totales,"https://www.google.com/maps/@-2.165881407939322,-79.89456769285675,13z?hl=es-ES&gl=US"
Lote,Lote en venta en Centro De Guayaquil,$ 119.000,400 m² Totales,"https://www.google.com/maps/@-2.193323350168791,-79.88785928730286,13z?hl=es-ES&gl=US"
Local,Local en venta en Centro De Guayaquil,$ 500.000,655 m² Totales,"https://www.google.com/maps/@-2.192845219665062,-79.89722576310963,13z?hl=es-ES&gl=US"
Departamento,Departamento en venta en Sur De Guayaquil,$ 37.000,81 m² Totales,"https://www.google.com/maps/@-2.238985107697065,-79.89327202958061,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Norte De Guayaquil,$ 70.000,81 m² Totales,"https://www.google.com/maps/@-2.129303671723053,-79.9033421115784,13z?hl=es-ES&gl=US"
Oficina/Consultorio,Oficina/Consultorio en venta en Guayaquil,$ 93.000,40 m² Totales,Nada
Casa,Casa en venta en Guayaquil,$ 600.000,479 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Barrio Centenario,$ 210.000,282 m² Totales,"https://www.google.com/maps/@-2.221758909839643,-79.8968822755242,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Norte De Guayaquil,$ 51.500,117 m² Totales,"https://www.google.com/maps/@-2.059700891448395,-79.9547228135841,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Norte De Guayaquil,$ 189.900,234 m² Totales,"https://www.google.com/maps/@-2.139416285861829,-79.8983700855993,13z?hl=es-ES&gl=US"
Departamento,Departamento en venta en Guayaquil,$ 100.000,140 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Guayaquil,$ 55.000,77 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Departamento,Departamento en venta en Sur De Guayaquil,$ 68.000,83 m² Totales,"https://www.google.com/maps/@-2.230989344056499,-79.90226755527334,13z?hl=es-ES&gl=US"
Departamento,Departamento en venta en Sur De Guayaquil,$ 32.000,83 m² Totales,"https://www.google.com/maps/@-2.233456593199965,-79.89199770429053,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Norte De Guayaquil,$ 130.000,250 m² Totales,Nada
Departamento,Departamento en venta en Norte De Guayaquil,$ 192.000,182 m² Totales,Nada
Casa,Casa en venta en Guayaquil,$ 110.000,250 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Norte De Guayaquil,$ 62.000,128 m² Totales,"https://www.google.com/maps/@-2.081924678271996,-79.92253464808414,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Sur De Guayaquil,$ 135.000,234 m² Totales,"https://www.google.com/maps/@-2.278195953185896,-79.88626536131729,13z?hl=es-ES&gl=US"
Lote,Lote en venta en Norte De Guayaquil,$ 21.000,211 m² Totales,"https://www.google.com/maps/@-2.081810079241856,-79.9335884603912,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Sur De Guayaquil,$ 57.000,230 m² Totales,"https://www.google.com/maps/@-2.278195953185896,-79.88626536131729,13z?hl=es-ES&gl=US"
Departamento,Departamento en venta en Via A La Costa,$ 102.000,122 m² Totales,Nada
Casa,Casa en venta en Guayaquil,$ 56.800,210 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Oficina/Consultorio,Oficina/Consultorio en venta en Norte De Guayaquil,$ 120.000,180 m² Totales,Nada
Casa,Casa en venta en Guayaquil,$ 90.000,115 m² Totales,Nada
Casa,Casa en venta en Guayaquil,$ 88.000,168 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Guayaquil,Nada,670 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Guayaquil,Nada,383 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Norte De Guayaquil,$ 89.000,123 m² Totales,"https://www.google.com/maps/@-2.072225175946513,-79.92295865120637,13z?hl=es-ES&gl=US"
Departamento,Departamento en venta en Centro De Guayaquil,$ 179.000,125 m² Totales,"https://www.google.com/maps/@-2.217502614533075,-79.92377795777145,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Guayaquil,$ 400.000,194 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Departamento,Departamento en venta en Guayaquil,$ 127.000,143 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Norte De Guayaquil,Nada,332 m² Totales,"https://www.google.com/maps/@-2.072225175946513,-79.92295865120637,13z?hl=es-ES&gl=US"
Departamento,Departamento en venta en Via A La Costa,$ 115.000,208 m² Totales,Nada
Casa,Casa en venta en Norte De Guayaquil,$ 120.000,270 m² Totales,"https://www.google.com/maps/@-2.137848612966481,-79.91210215891266,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Guayaquil,$ 175.000,400 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Bodega,Bodega en venta en Guayaquil,Nada,670 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Sur De Guayaquil,$ 69.000,152 m² Totales,Nada
Casa,Casa en venta en Norte De Guayaquil,$ 124.000,266 m² Totales,"https://www.google.com/maps/@-2.117237514594672,-79.89270479180554,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Centro De Guayaquil,$ 140.000,Nada,"https://www.google.com/maps/@-2.195700333534841,-79.89199727714883,13z?hl=es-ES&gl=US"
Departamento,Departamento en venta en Guayaquil,$ 37.000,80 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Departamento,Departamento en venta en Puerto Santa Ana,$ 149.000,66 m² Totales,"https://www.google.com/maps/@-2.179125941420345,-79.87611984147239,13z?hl=es-ES&gl=US"
Oficina/Consultorio,Oficina/Consultorio en venta en Norte De Guayaquil,$ 129.500,51 m² Totales,"https://www.google.com/maps/@-2.178410637717012,-79.87704903745127,13z?hl=es-ES&gl=US"
Lote,Lote en venta en Guayaquil,$ 14.000,9609 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Guayaquil,$ 129.000,90 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Via A La Costa,$ 700.000,1200 m² Totales,Nada
Casa,Casa en venta en Via A La Costa,$ 245.000,850 m² Totales,Nada
Casa,Casa en venta en Norte De Guayaquil,$ 61.000,105 m² Totales,"https://www.google.com/maps/@-2.094216318572424,-79.91396217164512,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Kennedy Norte,$ 195.000,350 m² Totales,Nada
Casa,Casa en venta en Norte De Guayaquil,$ 61.000,105 m² Totales,"https://www.google.com/maps/@-2.094216318572424,-79.91396217164512,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Via A La Costa,$ 195.000,196 m² Totales,Nada
Oficina/Consultorio,Oficina/Consultorio en venta en Guayaquil,$ 129.000,83 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Lote,Lote en venta en Guayaquil,$ 456.000,35000 m² Totales,"https://www.google.com/maps/@-2.188389543915323,-80.02724894488654,13z?hl=es-ES&gl=US"
Departamento,Departamento en venta en Norte De Guayaquil,$ 350.000,292 m² Totales,Nada
Oficina/Consultorio,Oficina/Consultorio en venta en Norte De Guayaquil,$ 97.000,549 m² Totales,"https://www.google.com/maps/@-2.156172535155593,-79.89268377660079,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Via A La Costa,$ 240.000,271 m² Totales,Nada
Casa,Casa en venta en Guayaquil,$ 240.000,271 m² Totales,Nada
Casa,Casa en venta en Sur De Guayaquil,$ 150.000,180 m² Totales,"https://www.google.com/maps/@-2.243644956868806,-79.90664863870376,13z?hl=es-ES&gl=US"
Local,Local en venta en Guayaquil,$ 43.900,25 m² Totales,Nada
Local,Local en venta en Via A La Costa,$ 120.000,75 m² Totales,"https://www.google.com/maps/@-2.188389543915323,-80.02724894488654,13z?hl=es-ES&gl=US"
Departamento,Departamento en venta en Norte De Guayaquil,$ 215.000,445 m² Totales,"https://www.google.com/maps/@-2.164146737120226,-79.90550211788131,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Guayaquil,$ 115.000,80 m² Totales,"https://www.google.com/maps/@-2.188389543915323,-80.02724894488654,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Guayaquil,$ 49.800,44 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Local,Local en venta en Sur De Guayaquil,Nada,350 m² Totales,"https://www.google.com/maps/@-2.251703570954602,-79.8948742002384,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Sur De Guayaquil,$ 69.000,15206 m² Totales,"https://www.google.com/maps/@-2.278195953185896,-79.88626536131729,13z?hl=es-ES&gl=US"
Departamento,Departamento en venta en Centro De Guayaquil,$ 48.000,131 m² Totales,"https://www.google.com/maps/@-2.188019565571309,-79.88181696152711,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Sur De Guayaquil,$ 35.000,200 m² Totales,"https://www.google.com/maps/@-2.278195953185896,-79.88626536131729,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Guayaquil,$ 165.000,173 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Local,Local en venta en Guayaquil,$ 850.000,110000 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Local,Local en venta en Centro De Guayaquil,$ 300.000,19 m² Totales,"https://www.google.com/maps/@-2.191488926170279,-79.882680994092,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Guayaquil,$ 235.000,170 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Lote,Lote en venta en Centro De Guayaquil,$ 475.000,1048 m² Totales,"https://www.google.com/maps/@-2.217502614533075,-79.92377795777145,13z?hl=es-ES&gl=US"
Local,Local en venta en Guayaquil,$ 120.000,70 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Guayaquil,$ 210.000,290 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Norte De Guayaquil,$ 83.000,87 m² Totales,"https://www.google.com/maps/@-2.077569716357044,-79.92161959709414,13z?hl=es-ES&gl=US"
Oficina/Consultorio,Oficina/Consultorio en venta en Norte De Guayaquil,$ 72.000,43 m² Totales,Nada
Casa,Casa en venta en Norte De Guayaquil,$ 350.000,277 m² Totales,"https://www.google.com/maps/@-2.152926740020942,-79.9050504411099,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Sur De Guayaquil,$ 57.000,230 m² Totales,"https://www.google.com/maps/@-2.278195953185896,-79.88626536131729,13z?hl=es-ES&gl=US"
Departamento,Departamento en venta en Via A La Costa,$ 102.000,122 m² Totales,Nada
Casa,Casa en venta en Guayaquil,$ 56.800,210 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Lote,Lote en venta en Guayaquil,$ 40.000,190 m² Totales,Nada
Oficina/Consultorio,Oficina/Consultorio en venta en Centro De Guayaquil,$ 57.000,117 m² Totales,"https://www.google.com/maps/@-2.202461109610599,-79.93172621712664,13z?hl=es-ES&gl=US"
Lote,Lote en venta en Guayaquil,$ 898.637,3098 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Lote,Lote en venta en Guayaquil,$ 686.000,Nada,Nada
Casa,Casa en venta en Guayaquil,$ 125.000,141 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Departamento,Departamento en venta en Garzota,$ 96.000,142 m² Totales,"https://www.google.com/maps/@-2.149835622627621,-79.8890448241707,13z?hl=es-ES&gl=US"
Local,Local en venta en Norte De Guayaquil,$ 300.000,1250 m² Totales,"https://www.google.com/maps/@-2.159919023657555,-79.89177413804393,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Centro De Guayaquil,$ 195.000,317 m² Totales,"https://www.google.com/maps/@-2.221758909839643,-79.8968822755242,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Guayaquil,$ 148.000,136 m² Totales,Nada
Lote,Lote en venta en Norte De Guayaquil,$ 21.000,211 m² Totales,"https://www.google.com/maps/@-2.084508713628061,-79.93123642067307,13z?hl=es-ES&gl=US"
Lote,Lote en venta en Norte De Guayaquil,$ 6.000.000,Nada,"https://www.google.com/maps/@-2.156038714322785,-79.9305982124661,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Centro De Guayaquil,$ 154.990,461 m² Totales,"https://www.google.com/maps/@-2.221758909839643,-79.8968822755242,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Guayaquil,$ 489.900,580 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Guayaquil,$ 400.000,165 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Departamento,Departamento en venta en Centro De Guayaquil,$ 50.990,164 m² Totales,"https://www.google.com/maps/@-2.224050722525452,-79.93727081902226,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Guayaquil,Nada,78 m² Totales,Nada
Casa,Casa en venta en Guayaquil,$ 78.990,78 m² Totales,Nada
Oficina/Consultorio,Oficina/Consultorio en venta en Norte De Guayaquil,$ 64.900,32 m² Totales,"https://www.google.com/maps/@-2.140774704909996,-79.90290221134222,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Guayaquil,$ 139.990,131 m² Totales,Nada
Casa,Casa en venta en Samanes,$ 144.900,Nada,Nada
Casa,Casa en venta en Guayaquil,$ 489.900,580 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Oficina/Consultorio,Oficina/Consultorio en venta en Guayaquil,$ 39.990,67 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Samanes,$ 140.990,143 m² Totales,Nada
Casa,Casa en venta en Guayaquil,$ 489.900,580 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Guayaquil,$ 235.000,70 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Lote,Lote en venta en Guayaquil,$ 11.000,250 m² Totales,Nada
Casa,Casa en venta en Centro De Guayaquil,$ 400.000,700 m² Totales,"https://www.google.com/maps/@-2.224050722525452,-79.93727081902226,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Sur De Guayaquil,$ 135.000,234 m² Totales,"https://www.google.com/maps/@-2.278195953185896,-79.88626536131729,13z?hl=es-ES&gl=US"
Departamento,Departamento en venta en Norte De Guayaquil,$ 150.000,67 m² Totales,"https://www.google.com/maps/@-2.157719807213005,-79.8921966666661,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Centro De Guayaquil,$ 120.000,157 m² Totales,"https://www.google.com/maps/@-2.198889502737279,-79.8974136086496,13z?hl=es-ES&gl=US"
Departamento,Departamento en venta en Guayaquil,Nada,124 m² Totales,Nada
Oficina/Consultorio,Oficina/Consultorio en venta en Norte De Guayaquil,$ 430.240,246 m² Totales,"https://www.google.com/maps/@-2.165823759037458,-79.8942113809531,13z?hl=es-ES&gl=US"
Oficina/Consultorio,Oficina/Consultorio en venta en Norte De Guayaquil,$ 146.922,65 m² Totales,"https://www.google.com/maps/@-2.170689501391752,-79.9432570747359,13z?hl=es-ES&gl=US"
Oficina/Consultorio,Oficina/Consultorio en venta en Norte De Guayaquil,Nada,72 m² Totales,"https://www.google.com/maps/@-2.170689501391752,-79.9432570747359,13z?hl=es-ES&gl=US"
Oficina/Consultorio,Oficina/Consultorio en venta en Urdesa central,$ 235.000,211 m² Totales,"https://www.google.com/maps/@-2.169196695973065,-79.90675719994542,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Norte De Guayaquil,$ 135.000,152 m² Totales,"https://www.google.com/maps/@-2.121322880461181,-79.89911316968399,13z?hl=es-ES&gl=US"
Local,Local en venta en Norte De Guayaquil,$ 14.000,1071 m² Totales,"https://www.google.com/maps/@-2.168455998490208,-79.89700750641843,13z?hl=es-ES&gl=US"
Departamento,Departamento en venta en Guayaquil,$ 204.988,128 m² Totales,"https://www.google.com/maps/@-2.153192046000812,-79.95233668218759,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Centro De Guayaquil,$ 235.000,454 m² Totales,"https://www.google.com/maps/@-2.218896287721859,-79.92836325160933,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Norte De Guayaquil,$ 238.000,225 m² Totales,"https://www.google.com/maps/@-2.135908854467891,-79.91073347250523,13z?hl=es-ES&gl=US"
Bodega,Bodega en venta en Norte De Guayaquil,$ 3.000.000,2038 m² Totales,"https://www.google.com/maps/@-2.130721509881901,-79.9320918548826,13z?hl=es-ES&gl=US"
Local,Local en venta en Centro De Guayaquil,$ 300.000,125 m² Totales,"https://www.google.com/maps/@-2.19183292612495,-79.89051559554851,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Norte De Guayaquil,$ 130.000,124 m² Totales,"https://www.google.com/maps/@-2.151689841006937,-79.91092111832599,13z?hl=es-ES&gl=US"
Departamento,Departamento en venta en Puerto Santa Ana,$ 410.000,209 m² Totales,"https://www.google.com/maps/@-2.179285964724449,-79.87620596873964,13z?hl=es-ES&gl=US"
Local,Local en venta en Via A La Costa,Nada,24 m² Totales,"https://www.google.com/maps/@-2.207516061639449,-80.07030381507863,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Norte De Guayaquil,$ 162.000,386 m² Totales,"https://www.google.com/maps/@-2.163233969943153,-79.94035057471066,13z?hl=es-ES&gl=US"
Oficina/Consultorio,Oficina/Consultorio en venta en Norte De Guayaquil,$ 17.000,12 m² Totales,"https://www.google.com/maps/@-2.154790298101542,-79.89050508768506,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Norte De Guayaquil,$ 238.000,225 m² Totales,"https://www.google.com/maps/@-2.135908854467891,-79.91073347250523,13z?hl=es-ES&gl=US"
Bodega,Bodega en venta en Norte De Guayaquil,$ 3.000.000,2038 m² Totales,"https://www.google.com/maps/@-2.130721509881901,-79.9320918548826,13z?hl=es-ES&gl=US"
Local,Local en venta en Centro De Guayaquil,$ 300.000,125 m² Totales,"https://www.google.com/maps/@-2.19183292612495,-79.89051559554851,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Norte De Guayaquil,$ 130.000,124 m² Totales,"https://www.google.com/maps/@-2.151689841006937,-79.91092111832599,13z?hl=es-ES&gl=US"
Departamento,Departamento en venta en Puerto Santa Ana,$ 375.000,209 m² Totales,"https://www.google.com/maps/@-2.179285964724449,-79.87620596873964,13z?hl=es-ES&gl=US"
Local,Local en venta en Via A La Costa,$ 10.000,24 m² Totales,"https://www.google.com/maps/@-2.207516061639449,-80.07030381507863,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Norte De Guayaquil,$ 320.000,386 m² Totales,"https://www.google.com/maps/@-2.163233969943153,-79.94035057471066,13z?hl=es-ES&gl=US"
Oficina/Consultorio,Oficina/Consultorio en venta en Norte De Guayaquil,$ 65.000,12 m² Totales,"https://www.google.com/maps/@-2.154790298101542,-79.89050508768506,13z?hl=es-ES&gl=US"
Oficina/Consultorio,Oficina/Consultorio en venta en Norte De Guayaquil,$ 168.000,72 m² Totales,"https://www.google.com/maps/@-2.173879431926944,-79.90793855281683,13z?hl=es-ES&gl=US"
Local,Local en venta en Norte De Guayaquil,$ 619.325,1780 m² Totales,Nada
Local,Local en venta en Via A La Costa,Nada,24 m² Totales,"https://www.google.com/maps/@-2.207516061639449,-80.07030381507863,13z?hl=es-ES&gl=US"
Departamento,Departamento en venta en Norte De Guayaquil,$ 116.500,67 m² Totales,"https://www.google.com/maps/@-2.157719807213005,-79.8921966666661,13z?hl=es-ES&gl=US"
Lote,Lote en venta en Guayaquil,$ 898.637,3098 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Departamento,Departamento en venta en Garzota,$ 96.000,142 m² Totales,"https://www.google.com/maps/@-2.149835622627621,-79.8890448241707,13z?hl=es-ES&gl=US"
Local,Local en venta en Norte De Guayaquil,$ 1.800.000,1250 m² Totales,"https://www.google.com/maps/@-2.159919023657555,-79.89177413804393,13z?hl=es-ES&gl=US"
Lote,Lote en venta en Guayaquil,Nada,Nada,Nada
Casa,Casa en venta en Guayaquil,$ 235.000,141 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Centro De Guayaquil,$ 160.000,317 m² Totales,"https://www.google.com/maps/@-2.221758909839643,-79.8968822755242,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Sur De Guayaquil,$ 35.000,200 m² Totales,"https://www.google.com/maps/@-2.278195953185896,-79.88626536131729,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Guayaquil,$ 46.000,60 m² Totales,"https://www.google.com/maps/@-2.189406038591932,-79.8890825847566,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Centro De Guayaquil,$ 320.000,220 m² Totales,"https://www.google.com/maps/@-2.217502614533075,-79.92377795777145,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Norte De Guayaquil,$ 62.000,67 m² Totales,Nada
Casa,Casa en venta en Norte De Guayaquil,$ 75.000,57 m² Totales,"https://www.google.com/maps/@-2.132224802921204,-79.89277321932771,13z?hl=es-ES&gl=US"
Departamento,Departamento en venta en Norte De Guayaquil,$ 465.200,500 m² Totales,"https://www.google.com/maps/@-2.158370753327179,-79.90456972054078,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Guayaquil,$ 115.000,136 m² Totales,Nada
Casa,Casa en venta en Via A La Costa,$ 230.000,182 m² Totales,"https://www.google.com/maps/@-2.184034784496052,-79.98181774410796,13z?hl=es-ES&gl=US"
Departamento,Departamento en venta en Norte De Guayaquil,$ 67.000,78 m² Totales,Nada
Casa,Casa en venta en Norte De Guayaquil,$ 105.000,108 m² Totales,Nada
Casa,Casa en venta en Guayaquil,$ 46.000,60 m² Totales,Nada
Lote,Lote en venta en Guayaquil,$ 105.000,12000 m² Totales,"https://www.google.com/maps/@-2.188389543915323,-80.02724894488654,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Centro De Guayaquil,$ 320.000,220 m² Totales,"https://www.google.com/maps/@-2.217502614533075,-79.92377795777145,13z?hl=es-ES&gl=US"
Casa,Casa en venta en Norte De Guayaquil,$ 62.000,67 m² Totales,Nada
